max_x : 50821, max_y: 50750, min_x: -50472, min_y: -50499
max_x : 1031, max_y: 960, min_x: -682, min_y: -709
max_x : 1026, max_y: 955, min_x: -677, min_y: -704
max_x : 1021, max_y: 950, min_x: -672, min_y: -699
max_x : 1016, max_y: 945, min_x: -667, min_y: -694
max_x : 1011, max_y: 940, min_x: -662, min_y: -689
max_x : 1006, max_y: 935, min_x: -657, min_y: -684
max_x : 1001, max_y: 930, min_x: -652, min_y: -679
max_x : 996, max_y: 925, min_x: -647, min_y: -674
max_x : 991, max_y: 920, min_x: -642, min_y: -669
max_x : 986, max_y: 915, min_x: -637, min_y: -664
max_x : 981, max_y: 910, min_x: -632, min_y: -659
max_x : 976, max_y: 905, min_x: -627, min_y: -654
max_x : 971, max_y: 900, min_x: -622, min_y: -649
max_x : 966, max_y: 895, min_x: -617, min_y: -644
max_x : 961, max_y: 890, min_x: -612, min_y: -639
max_x : 956, max_y: 885, min_x: -607, min_y: -634
max_x : 951, max_y: 880, min_x: -602, min_y: -629
max_x : 946, max_y: 875, min_x: -597, min_y: -624
max_x : 941, max_y: 870, min_x: -592, min_y: -619
max_x : 936, max_y: 865, min_x: -587, min_y: -614
max_x : 931, max_y: 860, min_x: -582, min_y: -609
max_x : 926, max_y: 855, min_x: -577, min_y: -604
max_x : 921, max_y: 850, min_x: -572, min_y: -599
max_x : 916, max_y: 845, min_x: -567, min_y: -594
max_x : 911, max_y: 840, min_x: -562, min_y: -589
max_x : 906, max_y: 835, min_x: -557, min_y: -584
max_x : 901, max_y: 830, min_x: -552, min_y: -579
max_x : 896, max_y: 825, min_x: -547, min_y: -574
max_x : 891, max_y: 820, min_x: -542, min_y: -569
max_x : 886, max_y: 815, min_x: -537, min_y: -564
max_x : 881, max_y: 810, min_x: -532, min_y: -559
max_x : 876, max_y: 805, min_x: -527, min_y: -554
max_x : 871, max_y: 800, min_x: -522, min_y: -549
max_x : 866, max_y: 795, min_x: -517, min_y: -544
max_x : 861, max_y: 790, min_x: -512, min_y: -539
max_x : 856, max_y: 785, min_x: -507, min_y: -534
max_x : 851, max_y: 780, min_x: -502, min_y: -529
max_x : 846, max_y: 775, min_x: -497, min_y: -524
max_x : 841, max_y: 770, min_x: -492, min_y: -519
max_x : 836, max_y: 765, min_x: -487, min_y: -514
max_x : 831, max_y: 760, min_x: -482, min_y: -509
max_x : 826, max_y: 755, min_x: -477, min_y: -504
max_x : 821, max_y: 750, min_x: -472, min_y: -499
max_x : 816, max_y: 745, min_x: -467, min_y: -494
max_x : 811, max_y: 740, min_x: -462, min_y: -489
max_x : 806, max_y: 735, min_x: -457, min_y: -484
max_x : 801, max_y: 730, min_x: -452, min_y: -479
max_x : 796, max_y: 725, min_x: -447, min_y: -474
max_x : 791, max_y: 720, min_x: -442, min_y: -469
max_x : 786, max_y: 715, min_x: -437, min_y: -464
max_x : 781, max_y: 710, min_x: -432, min_y: -459
max_x : 776, max_y: 705, min_x: -427, min_y: -454
max_x : 771, max_y: 700, min_x: -422, min_y: -449
max_x : 766, max_y: 695, min_x: -417, min_y: -444
max_x : 761, max_y: 690, min_x: -412, min_y: -439
max_x : 756, max_y: 685, min_x: -407, min_y: -434
max_x : 751, max_y: 680, min_x: -402, min_y: -429
max_x : 746, max_y: 675, min_x: -397, min_y: -424
max_x : 741, max_y: 670, min_x: -392, min_y: -419
max_x : 736, max_y: 665, min_x: -387, min_y: -414
max_x : 731, max_y: 660, min_x: -382, min_y: -409
max_x : 726, max_y: 655, min_x: -377, min_y: -404
max_x : 721, max_y: 650, min_x: -372, min_y: -399
max_x : 716, max_y: 645, min_x: -367, min_y: -394
max_x : 711, max_y: 640, min_x: -362, min_y: -389
max_x : 706, max_y: 635, min_x: -357, min_y: -384
max_x : 701, max_y: 630, min_x: -352, min_y: -379
max_x : 696, max_y: 625, min_x: -347, min_y: -374
max_x : 691, max_y: 620, min_x: -342, min_y: -369
max_x : 686, max_y: 615, min_x: -337, min_y: -364
max_x : 681, max_y: 610, min_x: -332, min_y: -359
max_x : 676, max_y: 605, min_x: -327, min_y: -354
max_x : 671, max_y: 600, min_x: -322, min_y: -349
max_x : 666, max_y: 595, min_x: -317, min_y: -344
max_x : 661, max_y: 590, min_x: -312, min_y: -339
max_x : 656, max_y: 585, min_x: -307, min_y: -334
max_x : 651, max_y: 580, min_x: -302, min_y: -329
max_x : 646, max_y: 575, min_x: -297, min_y: -324
max_x : 641, max_y: 570, min_x: -292, min_y: -319
max_x : 636, max_y: 565, min_x: -287, min_y: -314
max_x : 631, max_y: 560, min_x: -282, min_y: -309
max_x : 626, max_y: 555, min_x: -277, min_y: -304
max_x : 621, max_y: 550, min_x: -272, min_y: -299
max_x : 616, max_y: 545, min_x: -267, min_y: -294
max_x : 611, max_y: 540, min_x: -262, min_y: -289
max_x : 606, max_y: 535, min_x: -257, min_y: -284
max_x : 601, max_y: 530, min_x: -252, min_y: -279
max_x : 596, max_y: 525, min_x: -247, min_y: -274
max_x : 591, max_y: 520, min_x: -242, min_y: -269
max_x : 586, max_y: 515, min_x: -237, min_y: -264
max_x : 581, max_y: 510, min_x: -232, min_y: -259
max_x : 576, max_y: 505, min_x: -227, min_y: -254
max_x : 571, max_y: 500, min_x: -222, min_y: -249
max_x : 566, max_y: 495, min_x: -217, min_y: -244
max_x : 561, max_y: 490, min_x: -212, min_y: -239
max_x : 556, max_y: 485, min_x: -207, min_y: -234
max_x : 551, max_y: 480, min_x: -202, min_y: -229
max_x : 546, max_y: 475, min_x: -197, min_y: -224
max_x : 541, max_y: 470, min_x: -192, min_y: -219
max_x : 536, max_y: 465, min_x: -187, min_y: -214
max_x : 531, max_y: 460, min_x: -182, min_y: -209
max_x : 526, max_y: 455, min_x: -177, min_y: -204
max_x : 521, max_y: 450, min_x: -172, min_y: -199
max_x : 516, max_y: 445, min_x: -167, min_y: -194
max_x : 511, max_y: 440, min_x: -162, min_y: -189
max_x : 506, max_y: 435, min_x: -157, min_y: -184
max_x : 501, max_y: 430, min_x: -152, min_y: -179
max_x : 496, max_y: 425, min_x: -147, min_y: -174
max_x : 491, max_y: 420, min_x: -142, min_y: -169
max_x : 486, max_y: 415, min_x: -137, min_y: -164
max_x : 481, max_y: 410, min_x: -132, min_y: -159
max_x : 476, max_y: 405, min_x: -127, min_y: -154
max_x : 471, max_y: 400, min_x: -122, min_y: -149
max_x : 466, max_y: 395, min_x: -117, min_y: -144
max_x : 461, max_y: 390, min_x: -112, min_y: -139
max_x : 456, max_y: 385, min_x: -107, min_y: -134
max_x : 451, max_y: 380, min_x: -102, min_y: -129
max_x : 446, max_y: 375, min_x: -97, min_y: -124
max_x : 441, max_y: 370, min_x: -92, min_y: -119
max_x : 436, max_y: 365, min_x: -87, min_y: -114
max_x : 431, max_y: 360, min_x: -82, min_y: -109
max_x : 426, max_y: 355, min_x: -77, min_y: -104
max_x : 421, max_y: 350, min_x: -72, min_y: -99
max_x : 416, max_y: 345, min_x: -67, min_y: -94
max_x : 411, max_y: 340, min_x: -62, min_y: -89
max_x : 406, max_y: 335, min_x: -57, min_y: -84
max_x : 401, max_y: 330, min_x: -52, min_y: -79
max_x : 396, max_y: 325, min_x: -47, min_y: -74
max_x : 391, max_y: 320, min_x: -42, min_y: -69
max_x : 386, max_y: 315, min_x: -37, min_y: -64
max_x : 381, max_y: 310, min_x: -32, min_y: -59
max_x : 376, max_y: 305, min_x: -27, min_y: -54
max_x : 371, max_y: 300, min_x: -22, min_y: -49
max_x : 366, max_y: 295, min_x: -17, min_y: -44
max_x : 361, max_y: 290, min_x: -12, min_y: -39
max_x : 356, max_y: 285, min_x: -7, min_y: -34
max_x : 351, max_y: 280, min_x: -2, min_y: -29
max_x : 346, max_y: 275, min_x: 3, min_y: -24
max_x : 341, max_y: 270, min_x: 8, min_y: -19
max_x : 336, max_y: 265, min_x: 13, min_y: -14
max_x : 331, max_y: 260, min_x: 18, min_y: -9
max_x : 326, max_y: 255, min_x: 23, min_y: -4
max_x : 321, max_y: 250, min_x: 28, min_y: 1
max_x : 316, max_y: 245, min_x: 33, min_y: 6
max_x : 311, max_y: 240, min_x: 38, min_y: 11
max_x : 306, max_y: 235, min_x: 43, min_y: 16
max_x : 301, max_y: 230, min_x: 48, min_y: 21
max_x : 296, max_y: 225, min_x: 53, min_y: 26
max_x : 291, max_y: 220, min_x: 58, min_y: 31
max_x : 286, max_y: 215, min_x: 63, min_y: 36
max_x : 281, max_y: 210, min_x: 68, min_y: 41
max_x : 276, max_y: 205, min_x: 73, min_y: 46
max_x : 271, max_y: 200, min_x: 78, min_y: 51
max_x : 266, max_y: 195, min_x: 83, min_y: 56
max_x : 261, max_y: 190, min_x: 88, min_y: 61
max_x : 256, max_y: 185, min_x: 93, min_y: 66
max_x : 251, max_y: 180, min_x: 98, min_y: 71
max_x : 246, max_y: 175, min_x: 103, min_y: 76
max_x : 241, max_y: 170, min_x: 108, min_y: 81
max_x : 236, max_y: 165, min_x: 112, min_y: 86
max_x : 231, max_y: 160, min_x: 116, min_y: 91
max_x : 226, max_y: 155, min_x: 120, min_y: 96
max_x : 221, max_y: 150, min_x: 124, min_y: 101
max_x : 216, max_y: 145, min_x: 128, min_y: 106
max_x : 211, max_y: 140, min_x: 132, min_y: 111
max_x : 206, max_y: 135, min_x: 136, min_y: 116
max_x : 201, max_y: 130, min_x: 140, min_y: 121
finish loop
max_x : 202, max_y :131
x: 351, y: 252
max_x : 202, max_y :131
x: 403, y: 260
max_x : 202, max_y :131
x: 383, y: 256
max_x : 202, max_y :131
x: 402, y: 256
max_x : 202, max_y :131
x: 342, y: 252
max_x : 202, max_y :131
x: 399, y: 261
max_x : 202, max_y :131
x: 391, y: 261
max_x : 202, max_y :131
x: 375, y: 252
max_x : 202, max_y :131
x: 377, y: 252
max_x : 202, max_y :131
x: 358, y: 258
max_x : 202, max_y :131
x: 379, y: 260
max_x : 202, max_y :131
x: 367, y: 259
max_x : 202, max_y :131
x: 350, y: 254
max_x : 202, max_y :131
x: 358, y: 260
max_x : 202, max_y :131
x: 351, y: 261
max_x : 202, max_y :131
x: 345, y: 256
max_x : 202, max_y :131
x: 403, y: 257
max_x : 202, max_y :131
x: 398, y: 256
max_x : 202, max_y :131
x: 358, y: 253
max_x : 202, max_y :131
x: 347, y: 261
max_x : 202, max_y :131
x: 376, y: 252
max_x : 202, max_y :131
x: 361, y: 261
max_x : 202, max_y :131
x: 401, y: 261
max_x : 202, max_y :131
x: 353, y: 252
max_x : 202, max_y :131
x: 369, y: 256
max_x : 202, max_y :131
x: 398, y: 257
max_x : 202, max_y :131
x: 358, y: 257
max_x : 202, max_y :131
x: 350, y: 256
max_x : 202, max_y :131
x: 398, y: 260
max_x : 202, max_y :131
x: 377, y: 261
max_x : 202, max_y :131
x: 382, y: 258
max_x : 202, max_y :131
x: 351, y: 256
max_x : 202, max_y :131
x: 386, y: 256
max_x : 202, max_y :131
x: 395, y: 254
max_x : 202, max_y :131
x: 369, y: 256
max_x : 202, max_y :131
x: 371, y: 260
max_x : 202, max_y :131
x: 370, y: 254
max_x : 202, max_y :131
x: 375, y: 261
max_x : 202, max_y :131
x: 362, y: 261
max_x : 202, max_y :131
x: 398, y: 255
max_x : 202, max_y :131
x: 354, y: 252
max_x : 202, max_y :131
x: 358, y: 255
max_x : 202, max_y :131
x: 346, y: 259
max_x : 202, max_y :131
x: 352, y: 261
max_x : 202, max_y :131
x: 355, y: 261
max_x : 202, max_y :131
x: 392, y: 252
max_x : 202, max_y :131
x: 378, y: 256
max_x : 202, max_y :131
x: 398, y: 255
max_x : 202, max_y :131
x: 370, y: 258
max_x : 202, max_y :131
x: 358, y: 258
max_x : 202, max_y :131
x: 347, y: 260
max_x : 202, max_y :131
x: 379, y: 258
max_x : 202, max_y :131
x: 382, y: 261
max_x : 202, max_y :131
x: 363, y: 253
max_x : 202, max_y :131
x: 366, y: 261
max_x : 202, max_y :131
x: 358, y: 254
max_x : 202, max_y :131
x: 382, y: 256
max_x : 202, max_y :131
x: 358, y: 259
max_x : 202, max_y :131
x: 403, y: 259
max_x : 202, max_y :131
x: 374, y: 260
max_x : 202, max_y :131
x: 379, y: 258
max_x : 202, max_y :131
x: 398, y: 260
max_x : 202, max_y :131
x: 374, y: 252
max_x : 202, max_y :131
x: 403, y: 254
max_x : 202, max_y :131
x: 343, y: 258
max_x : 202, max_y :131
x: 350, y: 256
max_x : 202, max_y :131
x: 352, y: 261
max_x : 202, max_y :131
x: 387, y: 255
max_x : 202, max_y :131
x: 370, y: 255
max_x : 202, max_y :131
x: 401, y: 252
max_x : 202, max_y :131
x: 382, y: 252
max_x : 202, max_y :131
x: 363, y: 260
max_x : 202, max_y :131
x: 379, y: 253
max_x : 202, max_y :131
x: 384, y: 252
max_x : 202, max_y :131
x: 366, y: 253
max_x : 202, max_y :131
x: 402, y: 256
max_x : 202, max_y :131
x: 369, y: 256
max_x : 202, max_y :131
x: 402, y: 256
max_x : 202, max_y :131
x: 386, y: 256
max_x : 202, max_y :131
x: 395, y: 252
max_x : 202, max_y :131
x: 375, y: 256
max_x : 202, max_y :131
x: 342, y: 261
max_x : 202, max_y :131
x: 368, y: 257
max_x : 202, max_y :131
x: 367, y: 259
max_x : 202, max_y :131
x: 382, y: 254
max_x : 202, max_y :131
x: 374, y: 257
max_x : 202, max_y :131
x: 393, y: 261
max_x : 202, max_y :131
x: 344, y: 256
max_x : 202, max_y :131
x: 394, y: 255
max_x : 202, max_y :131
x: 355, y: 261
max_x : 202, max_y :131
x: 379, y: 257
max_x : 202, max_y :131
x: 361, y: 261
max_x : 202, max_y :131
x: 398, y: 253
max_x : 202, max_y :131
x: 374, y: 255
max_x : 202, max_y :131
x: 350, y: 255
max_x : 202, max_y :131
x: 358, y: 257
max_x : 202, max_y :131
x: 379, y: 259
max_x : 202, max_y :131
x: 358, y: 260
max_x : 202, max_y :131
x: 390, y: 260
max_x : 202, max_y :131
x: 366, y: 253
max_x : 202, max_y :131
x: 382, y: 254
max_x : 202, max_y :131
x: 368, y: 256
max_x : 202, max_y :131
x: 366, y: 253
max_x : 202, max_y :131
x: 352, y: 252
max_x : 202, max_y :131
x: 379, y: 255
max_x : 202, max_y :131
x: 403, y: 259
max_x : 202, max_y :131
x: 403, y: 255
max_x : 202, max_y :131
x: 354, y: 256
max_x : 202, max_y :131
x: 366, y: 261
max_x : 202, max_y :131
x: 374, y: 256
max_x : 202, max_y :131
x: 403, y: 258
max_x : 202, max_y :131
x: 347, y: 260
max_x : 202, max_y :131
x: 370, y: 259
max_x : 202, max_y :131
x: 382, y: 256
max_x : 202, max_y :131
x: 374, y: 258
max_x : 202, max_y :131
x: 391, y: 258
max_x : 202, max_y :131
x: 367, y: 258
max_x : 202, max_y :131
x: 360, y: 261
max_x : 202, max_y :131
x: 385, y: 256
max_x : 202, max_y :131
x: 353, y: 256
max_x : 202, max_y :131
x: 353, y: 252
max_x : 202, max_y :131
x: 374, y: 259
max_x : 202, max_y :131
x: 377, y: 256
max_x : 202, max_y :131
x: 350, y: 254
max_x : 202, max_y :131
x: 379, y: 260
max_x : 202, max_y :131
x: 358, y: 257
max_x : 202, max_y :131
x: 374, y: 260
max_x : 202, max_y :131
x: 374, y: 261
max_x : 202, max_y :131
x: 367, y: 255
max_x : 202, max_y :131
x: 392, y: 257
max_x : 202, max_y :131
x: 394, y: 261
max_x : 202, max_y :131
x: 378, y: 256
max_x : 202, max_y :131
x: 376, y: 252
max_x : 202, max_y :131
x: 394, y: 252
max_x : 202, max_y :131
x: 382, y: 255
max_x : 202, max_y :131
x: 379, y: 253
max_x : 202, max_y :131
x: 358, y: 256
max_x : 202, max_y :131
x: 370, y: 255
max_x : 202, max_y :131
x: 377, y: 261
max_x : 202, max_y :131
x: 343, y: 259
max_x : 202, max_y :131
x: 371, y: 252
max_x : 202, max_y :131
x: 376, y: 261
max_x : 202, max_y :131
x: 359, y: 252
max_x : 202, max_y :131
x: 366, y: 261
max_x : 202, max_y :131
x: 390, y: 252
max_x : 202, max_y :131
x: 371, y: 253
max_x : 202, max_y :131
x: 346, y: 258
max_x : 202, max_y :131
x: 353, y: 252
max_x : 202, max_y :131
x: 395, y: 261
max_x : 202, max_y :131
x: 345, y: 257
max_x : 202, max_y :131
x: 376, y: 261
max_x : 202, max_y :131
x: 363, y: 260
max_x : 202, max_y :131
x: 395, y: 254
max_x : 202, max_y :131
x: 350, y: 261
max_x : 202, max_y :131
x: 393, y: 256
max_x : 202, max_y :131
x: 401, y: 252
max_x : 202, max_y :131
x: 392, y: 261
max_x : 202, max_y :131
x: 402, y: 252
max_x : 202, max_y :131
x: 371, y: 253
max_x : 202, max_y :131
x: 401, y: 256
max_x : 202, max_y :131
x: 403, y: 257
max_x : 202, max_y :131
x: 350, y: 252
max_x : 202, max_y :131
x: 400, y: 261
max_x : 202, max_y :131
x: 377, y: 252
max_x : 202, max_y :131
x: 371, y: 253
max_x : 202, max_y :131
x: 378, y: 261
max_x : 202, max_y :131
x: 374, y: 258
max_x : 202, max_y :131
x: 401, y: 256
max_x : 202, max_y :131
x: 398, y: 258
max_x : 202, max_y :131
x: 367, y: 254
max_x : 202, max_y :131
x: 350, y: 252
max_x : 202, max_y :131
x: 361, y: 261
max_x : 202, max_y :131
x: 362, y: 252
max_x : 202, max_y :131
x: 347, y: 252
max_x : 202, max_y :131
x: 360, y: 261
max_x : 202, max_y :131
x: 390, y: 259
max_x : 202, max_y :131
x: 355, y: 252
max_x : 202, max_y :131
x: 391, y: 258
max_x : 202, max_y :131
x: 375, y: 261
max_x : 202, max_y :131
x: 343, y: 254
max_x : 202, max_y :131
x: 367, y: 255
max_x : 202, max_y :131
x: 390, y: 260
max_x : 202, max_y :131
x: 391, y: 261
max_x : 202, max_y :131
x: 400, y: 252
max_x : 202, max_y :131
x: 395, y: 254
max_x : 202, max_y :131
x: 351, y: 252
max_x : 202, max_y :131
x: 371, y: 261
max_x : 202, max_y :131
x: 391, y: 261
max_x : 202, max_y :131
x: 374, y: 254
max_x : 202, max_y :131
x: 402, y: 252
max_x : 202, max_y :131
x: 398, y: 259
max_x : 202, max_y :131
x: 354, y: 256
max_x : 202, max_y :131
x: 377, y: 261
max_x : 202, max_y :131
x: 350, y: 257
max_x : 202, max_y :131
x: 387, y: 254
max_x : 202, max_y :131
x: 375, y: 261
max_x : 202, max_y :131
x: 343, y: 258
max_x : 202, max_y :131
x: 374, y: 259
max_x : 202, max_y :131
x: 358, y: 259
max_x : 202, max_y :131
x: 350, y: 259
max_x : 202, max_y :131
x: 382, y: 261
max_x : 202, max_y :131
x: 399, y: 256
max_x : 202, max_y :131
x: 402, y: 261
max_x : 202, max_y :131
x: 378, y: 256
max_x : 202, max_y :131
x: 391, y: 252
max_x : 202, max_y :131
x: 385, y: 252
max_x : 202, max_y :131
x: 342, y: 261
max_x : 202, max_y :131
x: 345, y: 256
max_x : 202, max_y :131
x: 394, y: 255
max_x : 202, max_y :131
x: 346, y: 258
max_x : 202, max_y :131
x: 374, y: 255
max_x : 202, max_y :131
x: 366, y: 252
max_x : 202, max_y :131
x: 382, y: 259
max_x : 202, max_y :131
x: 354, y: 261
max_x : 202, max_y :131
x: 382, y: 257
max_x : 202, max_y :131
x: 398, y: 258
max_x : 202, max_y :131
x: 398, y: 261
max_x : 202, max_y :131
x: 346, y: 254
max_x : 202, max_y :131
x: 390, y: 259
max_x : 202, max_y :131
x: 376, y: 256
max_x : 202, max_y :131
x: 374, y: 253
max_x : 202, max_y :131
x: 374, y: 256
max_x : 202, max_y :131
x: 384, y: 256
max_x : 202, max_y :131
x: 350, y: 260
max_x : 202, max_y :131
x: 382, y: 261
max_x : 202, max_y :131
x: 374, y: 261
max_x : 202, max_y :131
x: 387, y: 254
max_x : 202, max_y :131
x: 379, y: 257
max_x : 202, max_y :131
x: 347, y: 253
max_x : 202, max_y :131
x: 352, y: 256
max_x : 202, max_y :131
x: 351, y: 261
max_x : 202, max_y :131
x: 384, y: 252
max_x : 202, max_y :131
x: 367, y: 254
max_x : 202, max_y :131
x: 352, y: 252
max_x : 202, max_y :131
x: 403, y: 254
max_x : 202, max_y :131
x: 393, y: 261
max_x : 202, max_y :131
x: 353, y: 256
max_x : 202, max_y :131
x: 391, y: 258
max_x : 202, max_y :131
x: 343, y: 259
max_x : 202, max_y :131
x: 358, y: 259
max_x : 202, max_y :131
x: 359, y: 252
max_x : 202, max_y :131
x: 382, y: 260
max_x : 202, max_y :131
x: 400, y: 256
max_x : 202, max_y :131
x: 377, y: 256
max_x : 202, max_y :131
x: 374, y: 261
max_x : 202, max_y :131
x: 403, y: 259
max_x : 202, max_y :131
x: 384, y: 256
max_x : 202, max_y :131
x: 366, y: 260
max_x : 202, max_y :131
x: 382, y: 252
max_x : 202, max_y :131
x: 345, y: 257
max_x : 202, max_y :131
x: 376, y: 261
max_x : 202, max_y :131
x: 394, y: 255
max_x : 202, max_y :131
x: 362, y: 261
max_x : 202, max_y :131
x: 394, y: 261
max_x : 202, max_y :131
x: 382, y: 254
max_x : 202, max_y :131
x: 370, y: 255
max_x : 202, max_y :131
x: 400, y: 256
max_x : 202, max_y :131
x: 398, y: 260
max_x : 202, max_y :131
x: 379, y: 254
max_x : 202, max_y :131
x: 382, y: 257
max_x : 202, max_y :131
x: 398, y: 258
max_x : 202, max_y :131
x: 390, y: 252
max_x : 202, max_y :131
x: 383, y: 256
max_x : 202, max_y :131
x: 392, y: 252
max_x : 202, max_y :131
x: 370, y: 254
max_x : 202, max_y :131
x: 354, y: 252
max_x : 202, max_y :131
x: 379, y: 258
max_x : 202, max_y :131
x: 374, y: 254
max_x : 202, max_y :131
x: 403, y: 255
max_x : 202, max_y :131
x: 367, y: 259
max_x : 202, max_y :131
x: 390, y: 261
max_x : 202, max_y :131
x: 395, y: 253
max_x : 202, max_y :131
x: 361, y: 252
max_x : 202, max_y :131
x: 392, y: 261
max_x : 202, max_y :131
x: 401, y: 252
max_x : 202, max_y :131
x: 343, y: 255
max_x : 202, max_y :131
x: 382, y: 258
max_x : 202, max_y :131
x: 386, y: 252
max_x : 202, max_y :131
x: 347, y: 261
max_x : 202, max_y :131
x: 353, y: 261
max_x : 202, max_y :131
x: 342, y: 260
max_x : 202, max_y :131
x: 374, y: 257
max_x : 202, max_y :131
x: 378, y: 252
max_x : 202, max_y :131
x: 374, y: 256
max_x : 202, max_y :131
x: 387, y: 253
max_x : 202, max_y :131
x: 369, y: 257
max_x : 202, max_y :131
x: 358, y: 256
max_x : 202, max_y :131
x: 345, y: 256
max_x : 202, max_y :131
x: 398, y: 254
max_x : 202, max_y :131
x: 374, y: 257
max_x : 202, max_y :131
x: 395, y: 253
max_x : 202, max_y :131
x: 382, y: 260
max_x : 202, max_y :131
x: 374, y: 254
max_x : 202, max_y :131
x: 350, y: 253
max_x : 202, max_y :131
x: 400, y: 261
max_x : 202, max_y :131
x: 343, y: 254
max_x : 202, max_y :131
x: 354, y: 261
max_x : 202, max_y :131
x: 350, y: 255
max_x : 202, max_y :131
x: 360, y: 252
max_x : 202, max_y :131
x: 351, y: 256
max_x : 202, max_y :131
x: 379, y: 260
max_x : 202, max_y :131
x: 342, y: 253
max_x : 202, max_y :131
x: 346, y: 255
max_x : 202, max_y :131
x: 358, y: 254
max_x : 202, max_y :131
x: 371, y: 252
max_x : 202, max_y :131
x: 398, y: 257
max_x : 202, max_y :131
x: 390, y: 252
max_x : 202, max_y :131
x: 363, y: 260
max_x : 202, max_y :131
x: 403, y: 258
max_x : 202, max_y :131
x: 355, y: 261
max_x : 202, max_y :131
x: 360, y: 252
max_x : 202, max_y :131
x: 379, y: 254
max_x : 202, max_y :131
x: 346, y: 259
max_x : 202, max_y :131
x: 350, y: 253
max_x : 202, max_y :131
x: 386, y: 256
max_x : 202, max_y :131
x: 403, y: 255
max_x : 202, max_y :131
x: 399, y: 256
max_x : 202, max_y :131
x: 403, y: 253
max_x : 202, max_y :131
x: 390, y: 260
max_x : 202, max_y :131
x: 383, y: 252
max_x : 202, max_y :131
x: 347, y: 253
max_x : 202, max_y :131
x: 384, y: 256
max_x : 202, max_y :131
x: 382, y: 253
max_x : 202, max_y :131
x: 382, y: 255
max_x : 202, max_y :131
x: 387, y: 254
max_x : 202, max_y :131
x: 399, y: 252
max_x : 202, max_y :131
x: 386, y: 252
max_x : 202, max_y :131
x: 368, y: 257
max_x : 202, max_y :131
x: 374, y: 260
max_x : 202, max_y :131
x: 354, y: 252
max_x : 202, max_y :131
x: 346, y: 258
max_x : 202, max_y :131
x: 347, y: 261
max_x : 202, max_y :131
x: 392, y: 257
max_x : 202, max_y :131
x: 392, y: 261
max_x : 202, max_y :131
x: 344, y: 257
max_x : 202, max_y :131
x: 374, y: 259
max_x : 202, max_y :131
x: 393, y: 252
